-0.085066,0.047072,0.12115,0.15331,0.19813,0.21142,0.27209,0.27468,0.2919,0.30479
0,0.08937,0.11729,0.17727,0.21098,0.22267,0.23881,0.28301,0.29342,0.31308
0.07107,0.17198,0.22033,0.24181,0.29682,0.28141,0.30872,0.34886,0.35465,0.36991
-0.077097,-0.0023888,0.043956,0.090947,0.12338,0.12545,0.19604,0.19785,0.22119,0.22544
NaN,-0.26541,0.5777,-1.033,0.52705,0.67868,0.35266,0.24066,0.67806,-0.27907
0.071748,0.13872,0.14539,0.21253,0.21107,0.20238,0.25967,0.31084,0.33178,0.30936
-0.080332,0.042134,0.12371,0.17238,0.19857,0.21364,0.26987,0.30055,0.33399,0.33425
0,0.095577,0.13154,0.18285,0.19058,0.21116,0.26233,0.28228,0.30949,0.32724
0.073663,0.09261,0.14243,0.15609,0.19344,0.20806,0.24409,0.27725,0.31365,0.31354
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.62648,-0.083256,0.19598,0.22068,0.34521,0.41397,0.4935,0.53861,0.53389,0.55677
0,0.16644,0.30046,0.3658,0.39167,0.46693,0.52333,0.53925,0.50113,0.55059
0.27006,0.36377,0.45722,0.50498,0.51223,0.53531,0.58646,0.60045,0.55903,0.60526
-0.62655,-0.051899,0.095457,0.20625,0.24778,0.3162,0.44996,0.46045,0.47264,0.5003
0,0.25126,0.42036,0.43868,0.46428,0.50768,0.57329,0.56919,0.55717,0.56032
0.25003,0.32172,0.38085,0.42853,0.44254,0.47851,0.49979,0.51251,0.53996,0.54457
-0.83068,-0.21022,0.049002,0.25457,0.31829,0.38025,0.43524,0.47362,0.47436,0.498
0,0.26289,0.32248,0.35985,0.40356,0.41853,0.46783,0.46677,0.46285,0.498
0.31231,0.39896,0.4733,0.49935,0.55189,0.52794,0.54519,0.56728,0.55653,0.55917
-0.66044,0.042314,0.20374,0.35509,0.39354,0.44503,0.45016,0.44396,0.4816,0.52758
NaN,-1.3648,0.18607,0.14592,0.22341,0.39576,1.4655,0.21143,0.61286,0.76734
0.25982,0.32933,0.46513,0.41805,0.45641,0.50361,0.51929,0.54978,0.53339,0.57748
-0.621,-0.10236,0.083478,0.19333,0.2882,0.39704,0.41331,0.47905,0.49291,0.50979
0,0.085483,0.25503,0.32173,0.40902,0.43512,0.50128,0.5228,0.51807,0.53447
0.26878,0.1399,0.32082,0.34634,0.44376,0.4753,0.53176,0.54529,0.55939,0.55161
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.080456,-0.02023,0.058565,0.080335,0.14278,0.19771,0.26163,0.29677,0.3141,0.32935
0,0.045331,0.1073,0.13776,0.17001,0.21566,0.27031,0.29302,0.28755,0.332
0.070563,0.12517,0.1826,0.22807,0.24581,0.29024,0.32768,0.3475,0.34041,0.37945
-0.080747,-0.012032,0.027145,0.074551,0.096653,0.13764,0.21988,0.24075,0.25359,0.28954
0,0.080157,0.14745,0.18017,0.22195,0.25992,0.31809,0.32499,0.32402,0.33268
0.066945,0.10789,0.14397,0.17024,0.19368,0.23004,0.27489,0.29097,0.31831,0.33232
-0.085122,-0.043804,0.013961,0.093698,0.11866,0.17419,0.22377,0.24561,0.26145,0.27916
0,0.076794,0.11299,0.15198,0.18685,0.20288,0.22863,0.24207,0.25659,0.28921
0.075457,0.14102,0.20278,0.2267,0.26645,0.27891,0.29798,0.32461,0.32714,0.3399
-0.088689,0.0095355,0.0657,0.14259,0.17037,0.21616,0.21961,0.23823,0.26389,0.31415
NaN,0.11317,0.21708,0.096153,0.064207,0.39539,0.76646,0.099181,0.37804,0.61578
0.066667,0.092307,0.18337,0.16565,0.22836,0.25337,0.26686,0.31476,0.32387,0.3528
-0.080491,-0.019898,0.021576,0.06616,0.12295,0.18014,0.20176,0.2468,0.27042,0.29656
0,0.022955,0.079237,0.11523,0.17653,0.21292,0.2541,0.29072,0.30328,0.32383
0.06896,0.037542,0.10131,0.14124,0.20125,0.24277,0.29,0.31196,0.32913,0.34066
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.62299,-0.080567,0.25512,0.39899,0.43712,0.46174,0.51853,0.54195,0.53438,0.5444
0,0.27169,0.42184,0.50199,0.52032,0.52922,0.53168,0.5195,0.5457,0.55919
0.27061,0.36378,0.4777,0.52585,0.50789,0.55075,0.54819,0.53728,0.5254,0.56527
-0.76607,0.10254,0.28786,0.34393,0.43274,0.46412,0.47851,0.50271,0.53036,0.5518
0,0.25535,0.3964,0.39466,0.43897,0.50867,0.53919,0.52664,0.55325,0.57753
0.27098,0.34522,0.43654,0.50027,0.49026,0.52565,0.53662,0.52466,0.52691,0.55145
-0.77077,-0.26245,0.1314,0.34066,0.39848,0.39043,0.44539,0.44027,0.45422,0.50055
0,0.30699,0.31064,0.41672,0.45181,0.43586,0.50144,0.45927,0.48344,0.49469
0.25608,0.44153,0.43677,0.5402,0.52527,0.57181,0.60056,0.58816,0.58279,0.59493
-0.76462,0.088507,0.30252,0.39682,0.44432,0.45699,0.52499,0.54678,0.52429,0.55753
NaN,0.81701,0.65455,0.58069,0.41746,0.4185,0.35182,0.054137,0.27626,0.51171
0.32129,0.3466,0.37684,0.54176,0.48839,0.51662,0.55257,0.55545,0.55945,0.56594
-0.62354,-0.035671,0.18799,0.35438,0.43133,0.45201,0.50143,0.53591,0.5238,0.52545
0,0.27818,0.43656,0.52704,0.54175,0.52127,0.52799,0.58262,0.55877,0.56689
0.31298,0.1253,0.36356,0.47138,0.49744,0.52814,0.52359,0.5332,0.56052,0.56398
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.080621,-0.015491,0.084163,0.14244,0.19245,0.22261,0.26196,0.28809,0.30116,0.33295
0,0.070507,0.15017,0.21164,0.241,0.25634,0.27745,0.29544,0.32188,0.34737
0.069541,0.11324,0.18518,0.22814,0.2458,0.27901,0.29052,0.29688,0.30335,0.33961
-0.082189,0.028636,0.097474,0.12752,0.17037,0.20778,0.24397,0.2759,0.30995,0.3363
0,0.072669,0.13206,0.16325,0.19759,0.24415,0.28881,0.29301,0.32445,0.34499
0.071375,0.12179,0.16591,0.20483,0.23052,0.25948,0.28458,0.29175,0.30436,0.33689
-0.085635,-0.046604,0.033646,0.12589,0.1518,0.17359,0.19813,0.21662,0.24841,0.28414
0,0.08227,0.10888,0.16181,0.19254,0.20708,0.24501,0.24344,0.25596,0.27639
0.069289,0.14719,0.17266,0.2261,0.26778,0.29354,0.32066,0.3449,0.35911,0.37211
-0.083188,0.020737,0.10845,0.14777,0.19413,0.22782,0.26367,0.30926,0.31324,0.29495
NaN,0.25623,0.23918,0.094845,0.11391,0.22004,0.067521,0.18425,0.15645,0.40352
0.075404,0.11498,0.1321,0.22343,0.21824,0.24649,0.30526,0.30419,0.32226,0.35578
-0.08591,-0.0074185,0.060497,0.14195,0.17672,0.21038,0.25617,0.2874,0.30072,0.30707
0,0.083683,0.16194,0.22154,0.24681,0.2693,0.28714,0.32502,0.34005,0.34538
0.076311,0.035323,0.12177,0.18792,0.21607,0.26233,0.28284,0.29048,0.32019,0.33792
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.9062,-0.024819,0.15276,0.18814,0.29264,0.40425,0.44289,0.46076,0.4728,0.47142
0,0.25134,0.31321,0.36511,0.42664,0.47475,0.46357,0.51687,0.47986,0.51408
0.27875,0.37039,0.3834,0.40778,0.48718,0.54398,0.55837,0.52738,0.57325,0.55466
-0.55409,-0.19536,0.016241,0.26156,0.37543,0.39789,0.40817,0.41305,0.42776,0.42558
0,0.27023,0.40268,0.46211,0.53719,0.56376,0.55593,0.55142,0.55887,0.57604
0.26221,0.3397,0.50254,0.53824,0.49926,0.5448,0.54697,0.52785,0.53104,0.5593
-0.83096,0.11144,0.23067,0.31575,0.42633,0.44835,0.43329,0.4574,0.46018,0.46004
0,0.30858,0.43715,0.45745,0.53382,0.50227,0.53326,0.52573,0.50638,0.52124
0.25528,0.30193,0.39618,0.44375,0.48467,0.51744,0.53718,0.52294,0.51189,0.50817
-0.53037,-0.18503,0.13629,0.35513,0.42909,0.45989,0.47444,0.45199,0.47889,0.50036
NaN,-0.29985,0.67633,0.27587,1.2699,1.3643,0.011963,1.2244,-0.21929,0.76958
0.24547,0.3195,0.43078,0.4812,0.52843,0.56179,0.59363,0.58824,0.58615,0.55554
-0.66862,-0.15929,0.18793,0.24246,0.33128,0.39316,0.40341,0.4048,0.43908,0.47037
0,0.20975,0.28368,0.36096,0.41024,0.4817,0.4794,0.44426,0.45821,0.49472
0.28546,0.1401,0.24204,0.39432,0.44773,0.47525,0.48325,0.49194,0.51027,0.54212
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.088995,-0.0049839,0.040664,0.062592,0.11212,0.18005,0.21914,0.24337,0.26771,0.27478
0,0.072851,0.099979,0.15155,0.18864,0.22105,0.23402,0.28042,0.28047,0.31204
0.070875,0.11269,0.13409,0.17183,0.22556,0.27033,0.30726,0.30245,0.33871,0.34909
-0.078621,-0.036248,0.0045984,0.08386,0.14911,0.17025,0.1911,0.20919,0.23261,0.24416
0,0.0778,0.13868,0.18081,0.24868,0.28129,0.30992,0.32284,0.34805,0.36391
0.06928,0.11475,0.1942,0.23152,0.24813,0.28935,0.30568,0.30539,0.31801,0.34719
-0.084385,0.024296,0.070556,0.11915,0.1795,0.20979,0.21921,0.24476,0.2562,0.26384
0,0.087412,0.16033,0.19368,0.2472,0.25285,0.27554,0.29145,0.30002,0.32187
0.069343,0.098508,0.15645,0.18973,0.2383,0.2638,0.27678,0.29061,0.29667,0.3017
-0.074042,-0.039003,0.040509,0.1238,0.17404,0.23398,0.25139,0.23617,0.27014,0.28855
NaN,-0.11721,0.39484,0.11798,0.65839,0.7861,0.0073725,1.1882,-0.17467,0.62779
0.060315,0.093743,0.17067,0.22644,0.25141,0.29845,0.31462,0.35786,0.36226,0.33169
-0.084264,-0.029262,0.055624,0.090225,0.13408,0.17698,0.18969,0.21069,0.24647,0.27024
0,0.052761,0.091241,0.12785,0.18215,0.22988,0.23938,0.23571,0.26096,0.28672
0.073574,0.031289,0.073101,0.14655,0.19014,0.22114,0.25238,0.27874,0.29513,0.32942
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,NaN,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.9997,0.076685,0.16062,0.26224,0.40038,0.37748,0.42469,0.46267,0.47957,0.49159
0,0.28123,0.35363,0.39889,0.46448,0.48379,0.51249,0.52496,0.51959,0.50468
0.26431,0.35446,0.4573,0.48423,0.51779,0.51031,0.54894,0.5505,0.54654,0.57537
-0.52651,-0.27175,0.078759,0.20127,0.34268,0.36026,0.39047,0.41775,0.45002,0.47856
0,0.24892,0.33357,0.38471,0.46942,0.48835,0.49444,0.52359,0.54186,0.52481
0.31245,0.33342,0.35609,0.40045,0.43536,0.45607,0.46924,0.50037,0.51026,0.51792
-0.58819,0,0.12814,0.25368,0.3373,0.37963,0.43542,0.48587,0.46342,0.50844
0,0.11154,0.30965,0.41007,0.42802,0.44935,0.45682,0.47285,0.47484,0.53421
0.30497,0.3715,0.43382,0.50179,0.54352,0.56067,0.55675,0.57438,0.54328,0.53791
-0.54815,-0.19875,0.1904,0.35422,0.42582,0.41652,0.42777,0.47811,0.51919,0.50836
NaN,-0.22455,0.1044,-7.9939,3.0343,-0.018456,1.005,0.39582,1.5961,0.91052
0.31229,0.27261,0.39643,0.43325,0.5241,0.54558,0.51713,0.57075,0.52229,0.55552
-0.71931,-0.069007,0.078816,0.26358,0.40409,0.42357,0.45303,0.50673,0.46628,0.51246
0,0.25437,0.39543,0.45552,0.46639,0.47535,0.52414,0.53123,0.52853,0.55255
0.2513,0.2854,0.29387,0.31949,0.42446,0.46331,0.45994,0.50306,0.53077,0.52391
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.091047,0.021338,0.05128,0.091659,0.17233,0.17653,0.21722,0.25019,0.27158,0.29358
0,0.076892,0.11704,0.16747,0.20986,0.24155,0.2705,0.2849,0.30002,0.30845
0.071855,0.11348,0.18137,0.22273,0.25368,0.26843,0.30086,0.31998,0.32393,0.35306
-0.080459,-0.048443,0.020317,0.072496,0.1314,0.16412,0.1872,0.21914,0.25225,0.28383
0,0.077975,0.12349,0.15486,0.21059,0.24667,0.26265,0.29836,0.32327,0.31612
0.0733,0.096809,0.12915,0.14934,0.18537,0.21528,0.2368,0.27612,0.29855,0.31385
-0.08494,0,0.039841,0.092887,0.13181,0.17279,0.218,0.25505,0.26148,0.29396
0,0.029231,0.10445,0.16626,0.18913,0.21674,0.23543,0.24783,0.26999,0.31973
0.074402,0.12314,0.1678,0.22612,0.26649,0.29824,0.31057,0.33971,0.33117,0.33726
-0.079947,-0.039413,0.05379,0.13654,0.18148,0.19556,0.23832,0.25495,0.30376,0.3062
NaN,-0.0496,0.20544,-6.959,0.76084,-0.10757,0.85794,0.36122,0.21174,0.66217
0.076225,0.079747,0.14501,0.17646,0.23463,0.28347,0.25933,0.33316,0.32275,0.34938
-0.083496,-0.014416,0.020594,0.098429,0.17307,0.2028,0.23188,0.2781,0.26613,0.30714
0,0.076682,0.14595,0.19412,0.22155,0.2348,0.27721,0.30855,0.31357,0.33733
0.06889,0.081798,0.10663,0.12738,0.18378,0.22832,0.24266,0.28144,0.30912,0.31002
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.52903,0.07395,0.29828,0.39572,0.43425,0.51119,0.505,0.5531,0.53783,0.50826
0,0.32622,0.42915,0.48985,0.49942,0.52137,0.53538,0.56048,0.5627,0.55328
0.32303,0.34611,0.43633,0.44356,0.48589,0.51184,0.52658,0.53835,0.54898,0.55494
-1.0051,1.3934e-16,0.19406,0.31038,0.38475,0.43988,0.49313,0.51478,0.52445,0.52861
0,0.29511,0.3607,0.4107,0.40882,0.49709,0.45687,0.4863,0.51544,0.52314
0.25042,0.43832,0.45921,0.44373,0.48494,0.55605,0.52778,0.56288,0.54628,0.55226
-0.52961,-0.12029,0.19821,0.32919,0.39567,0.49738,0.52941,0.54667,0.53744,0.54957
0,0.19419,0.30796,0.413,0.46796,0.51341,0.5351,0.58791,0.54361,0.57465
0.26309,0.31889,0.39351,0.50782,0.51315,0.51807,0.52013,0.55597,0.56727,0.5427
-0.78972,-0.031141,0.19698,0.30083,0.37853,0.46392,0.43955,0.50136,0.53278,0.55071
NaN,0.71904,0.61036,0.53601,0.27593,0.53063,0.57063,0.48956,0.47901,0.66377
0.30539,0.39755,0.48341,0.48411,0.48391,0.61072,0.54549,0.5397,0.59156,0.57817
-0.66869,0.11448,0.22707,0.25467,0.34632,0.44087,0.44499,0.5116,0.5144,0.54368
0,0.20022,0.26093,0.38947,0.43247,0.46367,0.48739,0.56506,0.54362,0.54861
0.2506,0.28637,0.36286,0.42569,0.44485,0.52257,0.4861,0.54024,0.52797,0.52845
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.083667,0.015152,0.092669,0.1609,0.19834,0.26324,0.26649,0.29425,0.30203,0.30878
0,0.091912,0.15529,0.21256,0.23394,0.26406,0.29231,0.31457,0.33493,0.34449
0.075619,0.11391,0.15238,0.1779,0.22072,0.25029,0.2804,0.30446,0.31172,0.33727
-0.090991,2.6811e-17,0.057176,0.10692,0.15905,0.21095,0.2458,0.28064,0.29154,0.31238
0,0.087998,0.12989,0.15695,0.1734,0.23551,0.23649,0.25353,0.29005,0.30601
0.069003,0.14064,0.17101,0.18784,0.21781,0.27102,0.2836,0.31001,0.31895,0.34514
-0.080996,-0.022903,0.063475,0.13031,0.16817,0.23962,0.27368,0.29959,0.3129,0.32918
0,0.04313,0.10262,0.17275,0.21273,0.26069,0.28932,0.34467,0.32619,0.36004
0.070826,0.10288,0.15391,0.21511,0.24582,0.26881,0.28403,0.31604,0.32853,0.32544
-0.084,-0.0076296,0.066595,0.10074,0.16849,0.20737,0.20293,0.2612,0.30757,0.30228
NaN,0.31008,0.12572,0.13843,0.038752,0.32527,0.3021,0.27557,0.21532,0.40715
0.073617,0.14693,0.16976,0.22441,0.24703,0.3191,0.29828,0.30746,0.34386,0.36689
-0.083787,0.028117,0.073372,0.093865,0.13505,0.19825,0.22513,0.27983,0.29123,0.32175
0,0.053936,0.08769,0.15367,0.17979,0.21845,0.26135,0.30966,0.31638,0.33541
0.067832,0.072742,0.13012,0.1689,0.20541,0.24984,0.26143,0.28804,0.30377,0.3185
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
NaN,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.52495,-0.04146,0.12004,0.31361,0.33726,0.36497,0.39622,0.42089,0.43897,0.46849
0,0.22563,0.33497,0.37132,0.40894,0.44963,0.53696,0.50852,0.5419,0.53969
0.26248,0.39978,0.41311,0.4049,0.49829,0.5046,0.5064,0.53916,0.57345,0.57673
-0.52507,-0.040482,0.19114,0.31864,0.40433,0.45387,0.48209,0.51138,0.53036,0.52022
0,0.25384,0.27796,0.35734,0.39906,0.45032,0.48254,0.50801,0.54191,0.5492
0.2489,0.35565,0.40074,0.3962,0.40664,0.45525,0.47497,0.52185,0.53193,0.54795
-0.71831,-0.36371,0.073384,0.17694,0.22424,0.3498,0.39885,0.42517,0.46,0.47828
0,0.25264,0.3132,0.398,0.43208,0.48389,0.49406,0.49957,0.51455,0.52655
0.30365,0.30184,0.32737,0.42385,0.45603,0.46691,0.53138,0.51619,0.53911,0.5476
-0.59396,0.046554,0.19162,0.27274,0.36719,0.39927,0.47228,0.51336,0.50923,0.51483
NaN,0.11522,0.31,0.90736,0.567,-0.35222,0.62046,0.50183,0.26419,0.55069
0.3328,0.2819,0.35126,0.40975,0.45765,0.41676,0.49158,0.54253,0.52416,0.51544
-0.62685,-0.25428,0.10847,0.18889,0.24346,0.32143,0.40991,0.39466,0.41164,0.44057
0,0.18858,0.26869,0.39415,0.36247,0.40882,0.43879,0.48897,0.50245,0.50802
0.26217,0.11123,0.24136,0.27592,0.34992,0.44937,0.46102,0.49011,0.48687,0.52965
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.079112,-0.0095225,0.039169,0.11377,0.14181,0.16903,0.19514,0.22754,0.23907,0.26692
